tig,fam,start,end
NA12879_2_haplotype2-0000075_chr15,bSat,3576570,3637700
NA12879_2_haplotype2-0000075_chr15,HSat3,3662758,3721148
NA12879_2_haplotype2-0000075_chr15,HSat1B,4031140,4438783
NA12879_2_haplotype2-0000075_chr15,HSat3,4446556,4573882
NA12879_2_haplotype2-0000075_chr15,HSat3,4757368,5206569
NA12879_2_haplotype2-0000075_chr15,HSat3,5257552,9148028
NA12879_2_haplotype2-0000075_chr15,HSat3,9199028,11465137
NA12879_2_haplotype2-0000083_chr14,ACRO,69690,247582
NA12879_2_haplotype2-0000083_chr14,bSat,514556,750822
NA12879_2_haplotype2-0000083_chr14,HSat3,900983,1226480
NA12879_2_haplotype2-0000083_chr14,HSat1A,1226848,1502309
NA12879_2_haplotype2-0000083_chr14,HSat3,1528891,1632579
NA12879_2_haplotype2-0000083_chr14,ACRO,1812549,1988543
NA12879_2_haplotype2-0000083_chr14,OTHERSAT,2004823,2058014
NA12879_2_haplotype2-0000083_chr14,DJ,2085041,2382505
NA12879_2_haplotype2-0000083_chr14,rDNA,2382505,2565128
NA12879_2_haplotype2-0000083_chr14,bSat,3009420,3307262
NA12879_2_haplotype2-0000083_chr14,HSat3,3395928,3453869
NA12879_2_haplotype2-0000083_chr14,HSat3,3627844,3737524
NA12879_2_haplotype2-0000083_chr14,HSat1B,3743631,3976358
NA12879_2_haplotype2-0000083_chr14,aSat,8767922,10113204
NA12879_2_haplotype2-0000086_chr22,ACRO,73968,247667
NA12879_2_haplotype2-0000086_chr22,bSat,478035,640109
NA12879_2_haplotype2-0000086_chr22,bSat,818931,1142653
NA12879_2_haplotype2-0000086_chr22,HSat3,1149010,1413862
NA12879_2_haplotype2-0000086_chr22,HSat1A,1414919,3396568
NA12879_2_haplotype2-0000086_chr22,HSat3,3412570,3516291
NA12879_2_haplotype2-0000086_chr22,ACRO,3683166,3813138
NA12879_2_haplotype2-0000086_chr22,DJ,3921065,4254129
NA12879_2_haplotype2-0000086_chr22,rDNA,4254129,4478831
NA12879_2_haplotype2-0000086_chr22,rDNA,4578835,4658855
NA12879_2_haplotype2-0000086_chr22,bSat,5027225,5094076
NA12879_2_haplotype2-0000086_chr22,HSat3,5119196,5177827
NA12879_2_haplotype2-0000086_chr22,HSat1B,5464002,5573915
NA12879_2_haplotype2-0000086_chr22,HSat3,5574938,5781789
NA12879_2_haplotype2-0000086_chr22,ACRO,5893315,6000950
NA12879_2_haplotype2-0000086_chr22,bSat,6442296,6497046
NA12879_2_haplotype2-0000086_chr22,HSat3,6933416,7017896
NA12879_2_haplotype2-0000086_chr22,bSat,7352868,7453858
NA12879_2_haplotype2-0000086_chr22,bSat,7537473,7628578
NA12879_2_haplotype2-0000086_chr22,HSat3,8714795,8798895
NA12879_2_haplotype2-0000086_chr22,aSat,10728544,11631236
NA12879_2_haplotype2-0000087_chr21,ACRO,68511,176206
NA12879_2_haplotype2-0000087_chr21,bSat,436268,709070
NA12879_2_haplotype2-0000087_chr21,bSat,766120,1017618
NA12879_2_haplotype2-0000087_chr21,HSat3,1022552,1138418
NA12879_2_haplotype2-0000087_chr21,HSat1A,1139226,1945844
NA12879_2_haplotype2-0000087_chr21,HSat3,1973562,2126153
NA12879_2_haplotype2-0000087_chr21,ACRO,2336449,2439465
NA12879_2_haplotype2-0000087_chr21,OTHERSAT,2455814,2547467
NA12879_2_haplotype2-0000087_chr21,DJ,2560564,2892135
NA12879_2_haplotype2-0000087_chr21,rDNA,3018740,3142259
NA12879_2_haplotype2-0000087_chr21,bSat,3565989,3636652
NA12879_2_haplotype2-0000087_chr21,bSat,3713043,3863564
NA12879_2_haplotype2-0000087_chr21,HSat3,3955610,4018332
NA12879_2_haplotype2-0000087_chr21,HSat3,4192498,4414178
NA12879_2_haplotype2-0000087_chr21,HSat3,4731160,4954883
NA12879_2_haplotype2-0000087_chr21,SST1,6944684,7026877
NA12879_2_haplotype2-0000087_chr21,HSat1A,8326637,8568409
NA12879_2_haplotype2-0000092_chr13,ACRO,62672,156337
NA12879_2_haplotype2-0000092_chr13,bSat,371127,1023570
NA12879_2_haplotype2-0000092_chr13,HSat3,1028483,1162327
NA12879_2_haplotype2-0000092_chr13,HSat1A,1163419,1466176
NA12879_2_haplotype2-0000092_chr13,HSat3,1494125,1597860
NA12879_2_haplotype2-0000092_chr13,ACRO,1807468,1939476
NA12879_2_haplotype2-0000092_chr13,DJ,2300885,2631888
NA12879_2_haplotype2-0000092_chr13,rDNA,2631888,2693618
NA12879_2_haplotype2-0000092_chr13,bSat,3170993,3232056
NA12879_2_haplotype2-0000092_chr13,HSat3,3257175,3313870
NA12879_2_haplotype2-0000092_chr13,HSat1B,3627715,3716799
NA12879_2_haplotype2-0000092_chr13,HSat3,3721480,4017162
NA12879_2_haplotype2-0000092_chr13,HSat3,4238409,4360650
NA12879_2_haplotype2-0000092_chr13,SST1,5971692,6070933
NA12879_2_haplotype2-0000092_chr13,HSat1A,7554814,8396899
NA12881_1_haplotype1-0000002_chr15,HSat3,0,171330
NA12881_1_haplotype1-0000002_chr15,aSat,2739649,2946770
NA12881_1_haplotype1-0000002_chr15,aSat,2999557,3179482
NA12881_1_haplotype1-0000007_chr21,ACRO,63514,171209
NA12881_1_haplotype1-0000007_chr21,bSat,431270,704072
NA12881_1_haplotype1-0000007_chr21,bSat,761122,1012620
NA12881_1_haplotype1-0000007_chr21,HSat3,1017554,1113872
NA12881_1_haplotype1-0000007_chr21,HSat1A,1114680,1921298
NA12881_1_haplotype1-0000007_chr21,HSat3,1949016,2092296
NA12881_1_haplotype1-0000007_chr21,ACRO,2302590,2405606
NA12881_1_haplotype1-0000007_chr21,OTHERSAT,2421955,2513608
NA12881_1_haplotype1-0000007_chr21,DJ,2526705,2858275
NA12881_1_haplotype1-0000007_chr21,rDNA,2992230,3071000
NA12881_1_haplotype1-0000007_chr21,bSat,3494676,3565338
NA12881_1_haplotype1-0000007_chr21,bSat,3641729,3792250
NA12881_1_haplotype1-0000007_chr21,HSat3,3882475,3947059
NA12881_1_haplotype1-0000007_chr21,HSat3,4121224,4327346
NA12881_1_haplotype1-0000007_chr21,HSat3,4644522,4801947
NA12881_1_haplotype1-0000007_chr21,SST1,6791728,6873921
NA12881_1_haplotype1-0000007_chr21,HSat1A,8275952,8517724
NA12881_1_haplotype1-0000010_chr13,HSat3,6808,61423
NA12881_1_haplotype1-0000010_chr13,HSat1A,63144,1186155
NA12881_1_haplotype1-0000010_chr13,HSat3,1213191,1318361
NA12881_1_haplotype1-0000010_chr13,ACRO,1527935,1648263
NA12881_1_haplotype1-0000010_chr13,DJ,1989077,2320458
NA12881_1_haplotype1-0000010_chr13,rDNA,2320458,2418148
NA12881_1_haplotype1-0000010_chr13,SST1,4609791,4707522
NA12881_1_haplotype1-0000010_chr13,HSat1A,6194360,7555996
NA12881_1_haplotype1-0000011_chr14,ACRO,72838,250730
NA12881_1_haplotype1-0000011_chr14,bSat,517703,753969
NA12881_1_haplotype1-0000011_chr14,HSat3,904129,1105349
NA12881_1_haplotype1-0000011_chr14,HSat1A,1105717,1381178
NA12881_1_haplotype1-0000011_chr14,HSat3,1407760,1511448
NA12881_1_haplotype1-0000011_chr14,ACRO,1691417,1867411
NA12881_1_haplotype1-0000011_chr14,OTHERSAT,1883691,1936882
NA12881_1_haplotype1-0000011_chr14,DJ,1963909,2261372
NA12881_1_haplotype1-0000011_chr14,bSat,2662252,2960095
NA12881_1_haplotype1-0000011_chr14,HSat3,3045589,3103859
NA12881_1_haplotype1-0000011_chr14,HSat1B,3303188,3535915
NA12881_1_haplotype1-0000011_chr14,aSat,8327396,9672679
NA12881_1_haplotype1-0000024_chr22,ACRO,8836,179302
NA12881_1_haplotype1-0000024_chr22,bSat,522900,738534
NA12881_1_haplotype1-0000024_chr22,bSat,807763,858608
NA12881_1_haplotype1-0000024_chr22,HSat3,904651,1151513
NA12881_1_haplotype1-0000024_chr22,HSat1A,1152489,2293408
NA12881_1_haplotype1-0000024_chr22,HSat3,2320655,2420771
NA12881_1_haplotype1-0000024_chr22,DJ,3000085,3333111
NA12881_1_haplotype1-0000024_chr22,bSat,3813156,3880477
NA12881_1_haplotype1-0000024_chr22,HSat1B,4241978,4314967
NA12881_1_haplotype1-0000024_chr22,HSat3,4315635,4527258
NA12881_1_haplotype1-0000024_chr22,ACRO,4638815,4740158
NA12881_1_haplotype1-0000024_chr22,bSat,5167983,5254438
NA12881_1_haplotype1-0000024_chr22,HSat3,5658981,5743497
NA12881_1_haplotype1-0000024_chr22,bSat,6078350,6180852
NA12881_1_haplotype1-0000024_chr22,bSat,6252723,6354256
NA12881_1_haplotype1-0000024_chr22,HSat3,7442873,7540026
NA12881_1_haplotype1-0000024_chr22,aSat,9658680,10633127
NA12881_2_haplotype2-0000055_chr15,HSat3,0,618722
NA12881_2_haplotype2-0000055_chr15,aSat,3801716,4352290
NA12881_2_haplotype2-0000058_chr21,HSat3,27374,122168
NA12881_2_haplotype2-0000058_chr21,HSat1B,399812,462277
NA12881_2_haplotype2-0000058_chr21,HSat3,467080,671486
NA12881_2_haplotype2-0000058_chr21,HSat3,892603,1014835
NA12881_2_haplotype2-0000058_chr21,SST1,2666337,2744301
NA12881_2_haplotype2-0000058_chr21,HSat1A,4044366,4664997
NA12881_2_haplotype2-0000061_chr13,HSat3,262401,384582
NA12881_2_haplotype2-0000061_chr13,SST1,2043865,2148722
NA12881_2_haplotype2-0000061_chr13,HSat1A,3786265,4696746
NA12881_2_haplotype2-0000061_chr13,aSat,4696755,4813914
NA12881_2_haplotype2-0000062_chr14,HSat3,745134,911684
NA12881_2_haplotype2-0000062_chr14,bSat,1117789,1340992
NA12881_2_haplotype2-0000062_chr14,HSat3,1673303,1875699
NA12881_2_haplotype2-0000062_chr14,bSat,1963265,2178282
NA12881_2_haplotype2-0000062_chr14,bSat,2239817,2351095
NA12881_2_haplotype2-0000062_chr14,aSat,7224514,7383759
NA12881_2_haplotype2-0000077_chr22,bSat,1407284,1567875
NA12881_2_haplotype2-0000077_chr22,HSat3,2761563,2976279
NA12881_2_haplotype2-0000077_chr22,aSat,5100910,6141209
NA12882_1_haplotype1-0000004_chr22,DJ,13345,327639
NA12882_1_haplotype1-0000004_chr22,ACRO,426292,572306
NA12882_1_haplotype1-0000004_chr22,HSat3,797638,987693
NA12882_1_haplotype1-0000004_chr22,HSat1A,1013770,1592441
NA12882_1_haplotype1-0000004_chr22,HSat3,1592483,1744774
NA12882_1_haplotype1-0000004_chr22,bSat,1749688,2246343
NA12882_1_haplotype1-0000004_chr22,ACRO,2894313,3108869
NA12882_1_haplotype1-0000004_chr22,HSat1B,3816459,4083293
NA12882_1_haplotype1-0000004_chr22,HSat3,4086454,4349164
NA12882_1_haplotype1-0000004_chr22,HSat3,4660373,4765600
NA12882_1_haplotype1-0000004_chr22,bSat,4770894,4861321
NA12882_1_haplotype1-0000004_chr22,HSat3,4964604,5019688
NA12882_1_haplotype1-0000004_chr22,bSat,6452734,6613308
NA12882_1_haplotype1-0000004_chr22,HSat3,7786610,7958860
NA12882_1_haplotype1-0000004_chr22,aSat,9953648,11801742
NA12882_1_haplotype1-0000010_chr21,SST1,1322318,1415781
NA12882_1_haplotype1-0000010_chr21,HSat1A,2728173,2876507
NA12882_1_haplotype1-0000016_chr14,ACRO,66914,215194
NA12882_1_haplotype1-0000016_chr14,bSat,421325,574004
NA12882_1_haplotype1-0000016_chr14,HSat3,616012,972458
NA12882_1_haplotype1-0000016_chr14,HSat1A,974127,1830777
NA12882_1_haplotype1-0000016_chr14,HSat3,1858723,2011333
NA12882_1_haplotype1-0000016_chr14,ACRO,2228806,2365622
NA12882_1_haplotype1-0000016_chr14,OTHERSAT,2381970,2437146
NA12882_1_haplotype1-0000016_chr14,DJ,2472319,2802588
NA12882_1_haplotype1-0000016_chr14,rDNA,2926451,3012209
NA12882_1_haplotype1-0000016_chr14,bSat,3380581,3447435
NA12882_1_haplotype1-0000016_chr14,HSat3,3472769,3527656
NA12882_1_haplotype1-0000016_chr14,HSat1B,3806626,3875510
NA12882_1_haplotype1-0000016_chr14,HSat3,3880882,4087207
NA12882_1_haplotype1-0000016_chr14,bSat,4303494,4517532
NA12882_1_haplotype1-0000016_chr14,HSat3,4871998,5338400
NA12882_1_haplotype1-0000016_chr14,bSat,5425672,5652898
NA12882_1_haplotype1-0000016_chr14,bSat,5718971,5810396
NA12882_1_haplotype1-0000016_chr14,HSat3,6582727,6650838
NA12882_1_haplotype1-0000016_chr14,aSat,8597921,8776518
NA12882_1_haplotype1-0000019_chr15,bSat,354068,428657
NA12882_1_haplotype1-0000019_chr15,HSat1B,1054608,1424332
NA12882_1_haplotype1-0000019_chr15,HSat3,1429109,1512513
NA12882_1_haplotype1-0000019_chr15,HSat3,2147020,5131590
NA12882_1_haplotype1-0000019_chr15,aSat,8309067,9482023
NA12882_1_haplotype1-0000028_chr13,DJ,40407,371790
NA12882_1_haplotype1-0000028_chr13,ACRO,712614,832943
NA12882_1_haplotype1-0000028_chr13,HSat3,1042518,1147688
NA12882_1_haplotype1-0000028_chr13,HSat1A,1174724,2297893
NA12882_1_haplotype1-0000028_chr13,bSat,2861604,2922666
NA12882_1_haplotype1-0000028_chr13,HSat3,2947858,3007787
NA12882_1_haplotype1-0000028_chr13,HSat1B,3320025,3416366
NA12882_1_haplotype1-0000028_chr13,HSat3,3421035,3614066
NA12882_1_haplotype1-0000028_chr13,HSat3,3834806,3956987
NA12882_1_haplotype1-0000028_chr13,SST1,5650257,5747990
NA12882_1_haplotype1-0000028_chr13,HSat1A,7234836,8596472
NA12882_2_haplotype2-0000099_chr22,ACRO,65830,239529
NA12882_2_haplotype2-0000099_chr22,bSat,469897,631971
NA12882_2_haplotype2-0000099_chr22,bSat,810793,1134515
NA12882_2_haplotype2-0000099_chr22,HSat3,1140872,1405729
NA12882_2_haplotype2-0000099_chr22,HSat1A,1406786,2616106
NA12882_2_haplotype2-0000099_chr22,HSat1A,2716521,3215531
NA12882_2_haplotype2-0000099_chr22,HSat3,3231533,3335254
NA12882_2_haplotype2-0000099_chr22,ACRO,3502130,3632102
NA12882_2_haplotype2-0000099_chr22,DJ,3740029,4073093
NA12882_2_haplotype2-0000099_chr22,rDNA,4215953,4394242
NA12882_2_haplotype2-0000099_chr22,bSat,4762613,4829464
NA12882_2_haplotype2-0000099_chr22,HSat3,4854584,4913215
NA12882_2_haplotype2-0000099_chr22,HSat1B,5199389,5309302
NA12882_2_haplotype2-0000099_chr22,HSat3,5310325,5517176
NA12882_2_haplotype2-0000099_chr22,ACRO,5628702,5736337
NA12882_2_haplotype2-0000099_chr22,bSat,6177682,6232432
NA12882_2_haplotype2-0000099_chr22,HSat3,6668801,6753281
NA12882_2_haplotype2-0000099_chr22,bSat,7088255,7189245
NA12882_2_haplotype2-0000099_chr22,bSat,7272860,7363965
NA12882_2_haplotype2-0000099_chr22,HSat3,8450188,8534308
NA12882_2_haplotype2-0000099_chr22,aSat,10463954,11366646
NA12882_2_haplotype2-0000107_chr21,rDNA,29,114980
NA12882_2_haplotype2-0000107_chr21,bSat,431194,530431
NA12882_2_haplotype2-0000107_chr21,HSat1B,1134875,1204764
NA12882_2_haplotype2-0000107_chr21,HSat3,1209455,1384457
NA12882_2_haplotype2-0000107_chr21,HSat3,1605696,1727481
NA12882_2_haplotype2-0000107_chr21,HSat1B,2201494,2271279
NA12882_2_haplotype2-0000107_chr21,HSat3,2275944,2450996
NA12882_2_haplotype2-0000107_chr21,HSat3,2672235,2794020
NA12882_2_haplotype2-0000107_chr21,SST1,4402842,4472342
NA12882_2_haplotype2-0000107_chr21,HSat1A,5786354,5944472
NA12882_2_haplotype2-0000112_chr14,bSat,404704,722386
NA12882_2_haplotype2-0000112_chr14,HSat3,771201,904051
NA12882_2_haplotype2-0000112_chr14,HSat3,959797,1324973
NA12882_2_haplotype2-0000112_chr14,HSat1A,1325106,2749539
NA12882_2_haplotype2-0000112_chr14,HSat3,2776673,2929951
NA12882_2_haplotype2-0000112_chr14,ACRO,3139575,3311612
NA12882_2_haplotype2-0000112_chr14,OTHERSAT,3327979,3396915
NA12882_2_haplotype2-0000112_chr14,DJ,3430666,3756908
NA12882_2_haplotype2-0000112_chr14,rDNA,3756908,4038306
NA12882_2_haplotype2-0000112_chr14,bSat,4401211,4467928
NA12882_2_haplotype2-0000112_chr14,HSat3,4493051,4563837
NA12882_2_haplotype2-0000112_chr14,HSat1B,4866650,4944528
NA12882_2_haplotype2-0000112_chr14,HSat3,4949502,5120580
NA12882_2_haplotype2-0000112_chr14,HSat3,5341366,5452017
NA12882_2_haplotype2-0000112_chr14,HSat3,5552384,5886426
NA12882_2_haplotype2-0000112_chr14,HSat1A,5886686,6632530
NA12882_2_haplotype2-0000112_chr14,HSat3,6659664,6815385
NA12882_2_haplotype2-0000112_chr14,DJ,7400115,7731582
NA12882_2_haplotype2-0000112_chr14,rDNA,7984892,8038854
NA12882_2_haplotype2-0000112_chr14,bSat,8361363,8438032
NA12882_2_haplotype2-0000112_chr14,HSat3,9084522,9362116
NA12882_2_haplotype2-0000112_chr14,bSat,9568591,9825563
NA12882_2_haplotype2-0000112_chr14,HSat3,10156443,10709321
NA12882_2_haplotype2-0000112_chr14,bSat,10796602,11078778
NA12882_2_haplotype2-0000112_chr14,HSat3,12002454,12077938
NA12882_2_haplotype2-0000112_chr14,aSat,14023097,14518210
NA12882_2_haplotype2-0000116_chr15,bSat,364009,736096
NA12882_2_haplotype2-0000116_chr15,HSat3,773400,1138372
NA12882_2_haplotype2-0000116_chr15,HSat1A,1141696,2788842
NA12882_2_haplotype2-0000116_chr15,HSat3,2815898,2925815
NA12882_2_haplotype2-0000116_chr15,ACRO,3111271,3198063
NA12882_2_haplotype2-0000116_chr15,OTHERSAT,3214412,3271267
NA12882_2_haplotype2-0000116_chr15,DJ,3284352,3613192
NA12882_2_haplotype2-0000116_chr15,rDNA,3613192,3852676
NA12882_2_haplotype2-0000116_chr15,bSat,4128600,4241902
NA12882_2_haplotype2-0000116_chr15,HSat1B,4842532,5150121
NA12882_2_haplotype2-0000116_chr15,HSat3,5162707,5301928
NA12882_2_haplotype2-0000116_chr15,HSat3,5833570,7143101
NA12882_2_haplotype2-0000116_chr15,HSat3,7215403,7504193
NA12882_2_haplotype2-0000116_chr15,aSat,10158717,10297539
NA12882_2_haplotype2-0000122_chr13,rDNA,0,77098
NA12882_2_haplotype2-0000122_chr13,bSat,441725,502787
NA12882_2_haplotype2-0000122_chr13,HSat3,528360,619536
NA12882_2_haplotype2-0000122_chr13,HSat1B,894438,979600
NA12882_2_haplotype2-0000122_chr13,HSat3,984295,1171723
NA12882_2_haplotype2-0000122_chr13,HSat3,1392458,1514619
NA12882_2_haplotype2-0000122_chr13,SST1,3173880,3278737
NA12882_2_haplotype2-0000122_chr13,HSat1A,4916289,5823757
NA12883_1_haplotype1-0000004_chr13,HSat3,812022,934183
NA12883_1_haplotype1-0000004_chr13,HSat3,1154914,1342237
NA12883_1_haplotype1-0000004_chr13,HSat1B,1347049,1432211
NA12883_1_haplotype1-0000004_chr13,HSat3,1741145,1799210
NA12883_1_haplotype1-0000004_chr13,SST1,2926900,3031757
NA12883_1_haplotype1-0000004_chr13,HSat1A,4669777,5579792
NA12883_1_haplotype1-0000019_chr21,SST1,786032,855531
NA12883_1_haplotype1-0000019_chr21,HSat1A,2239754,2397872
NA12883_1_haplotype1-0000024_chr22,ACRO,7038,221597
NA12883_1_haplotype1-0000024_chr22,bSat,816261,1312920
NA12883_1_haplotype1-0000024_chr22,HSat3,1317834,1470134
NA12883_1_haplotype1-0000024_chr22,HSat1A,1470176,2046713
NA12883_1_haplotype1-0000024_chr22,HSat1B,2796750,3063584
NA12883_1_haplotype1-0000024_chr22,HSat3,3066745,3329491
NA12883_1_haplotype1-0000024_chr22,HSat3,3640698,3746061
NA12883_1_haplotype1-0000024_chr22,bSat,3751208,3841635
NA12883_1_haplotype1-0000024_chr22,HSat3,3944918,4000002
NA12883_1_haplotype1-0000024_chr22,bSat,5433051,5593626
NA12883_1_haplotype1-0000024_chr22,HSat3,6766935,6938982
NA12883_1_haplotype1-0000024_chr22,aSat,8935042,10782024
NA12883_1_haplotype1-0000025_chr14,ACRO,65980,243872
NA12883_1_haplotype1-0000025_chr14,bSat,510847,747113
NA12883_1_haplotype1-0000025_chr14,HSat3,896956,949974
NA12883_1_haplotype1-0000025_chr14,HSat1A,1059051,1333761
NA12883_1_haplotype1-0000025_chr14,HSat3,1360343,1464031
NA12883_1_haplotype1-0000025_chr14,ACRO,1644000,1819994
NA12883_1_haplotype1-0000025_chr14,OTHERSAT,1836274,1889465
NA12883_1_haplotype1-0000025_chr14,DJ,1916492,2213956
NA12883_1_haplotype1-0000025_chr14,rDNA,2213956,2423746
NA12883_1_haplotype1-0000025_chr14,bSat,2868031,3165872
NA12883_1_haplotype1-0000025_chr14,HSat3,3251365,3312477
NA12883_1_haplotype1-0000025_chr14,HSat3,3486504,3596624
NA12883_1_haplotype1-0000025_chr14,HSat1B,3602236,3834963
NA12883_1_haplotype1-0000025_chr14,aSat,8626495,9971778
NA12883_2_haplotype2-0000078_chr13,ACRO,61395,155060
NA12883_2_haplotype2-0000078_chr13,bSat,369850,1022292
NA12883_2_haplotype2-0000078_chr13,HSat3,1027205,1161034
NA12883_2_haplotype2-0000078_chr13,HSat1A,1162126,1467511
NA12883_2_haplotype2-0000078_chr13,HSat3,1495460,1599194
NA12883_2_haplotype2-0000078_chr13,ACRO,1825029,1957037
NA12883_2_haplotype2-0000078_chr13,DJ,2318445,2649450
NA12883_2_haplotype2-0000078_chr13,HSat1B,2776228,2864459
NA12883_2_haplotype2-0000078_chr13,HSat3,2869122,3165345
NA12883_2_haplotype2-0000078_chr13,HSat3,3386110,3508351
NA12883_2_haplotype2-0000078_chr13,SST1,5119394,5218635
NA12883_2_haplotype2-0000078_chr13,HSat1A,6702516,7544601
NA12883_2_haplotype2-0000080_chr21,bSat,286660,347790
NA12883_2_haplotype2-0000080_chr21,HSat3,372909,467044
NA12883_2_haplotype2-0000080_chr21,HSat1B,745263,807910
NA12883_2_haplotype2-0000080_chr21,HSat3,812580,1015870
NA12883_2_haplotype2-0000080_chr21,HSat3,1237853,1360079
NA12883_2_haplotype2-0000080_chr21,SST1,3011617,3089580
NA12883_2_haplotype2-0000080_chr21,HSat1A,4389635,5010266
NA12883_2_haplotype2-0000081_chr22,HSat3,52921,107420
NA12883_2_haplotype2-0000081_chr22,HSat1B,392451,950486
NA12883_2_haplotype2-0000081_chr22,HSat3,953761,1296106
NA12883_2_haplotype2-0000081_chr22,HSat3,1601378,1706622
NA12883_2_haplotype2-0000081_chr22,HSat3,3026978,3241691
NA12883_2_haplotype2-0000081_chr22,aSat,5366318,6485901
NA12883_2_haplotype2-0000084_chr14,ACRO,68016,176465
NA12883_2_haplotype2-0000084_chr14,bSat,377918,809450
NA12883_2_haplotype2-0000084_chr14,bSat,862153,1067226
NA12883_2_haplotype2-0000084_chr14,HSat3,1072140,1267797
NA12883_2_haplotype2-0000084_chr14,HSat1A,1268291,1959545
NA12883_2_haplotype2-0000084_chr14,HSat3,3149065,3315964
NA12883_2_haplotype2-0000084_chr14,bSat,3520841,3744650
NA12883_2_haplotype2-0000084_chr14,HSat3,4076967,4268697
NA12883_2_haplotype2-0000084_chr14,bSat,4355524,4570543
NA12883_2_haplotype2-0000084_chr14,bSat,4632078,4743356
NA12883_2_haplotype2-0000084_chr14,aSat,9614878,9774123
NA12883_2_haplotype2-0000087_chr15,HSat3,0,1450122
NA12883_2_haplotype2-0000087_chr15,aSat,4631910,5639738
NA12884_1_haplotype1-0000003_chr14,ACRO,70853,248745
NA12884_1_haplotype1-0000003_chr14,bSat,515721,751987
NA12884_1_haplotype1-0000003_chr14,HSat3,902147,1227649
NA12884_1_haplotype1-0000003_chr14,HSat1A,1228017,1502727
NA12884_1_haplotype1-0000003_chr14,HSat3,1529309,1632997
NA12884_1_haplotype1-0000003_chr14,ACRO,1812968,1988958
NA12884_1_haplotype1-0000003_chr14,OTHERSAT,2005238,2058429
NA12884_1_haplotype1-0000003_chr14,DJ,2085456,2382920
NA12884_1_haplotype1-0000003_chr14,rDNA,2382920,2439259
NA12884_1_haplotype1-0000003_chr14,rDNA,2539287,2759993
NA12884_1_haplotype1-0000003_chr14,bSat,3204286,3502128
NA12884_1_haplotype1-0000003_chr14,HSat3,3590792,3648733
NA12884_1_haplotype1-0000003_chr14,HSat3,3822709,3932389
NA12884_1_haplotype1-0000003_chr14,HSat1B,3938496,4171223
NA12884_1_haplotype1-0000003_chr14,aSat,8962789,10308072
NA12884_1_haplotype1-0000009_chr22,rDNA,0,101103
NA12884_1_haplotype1-0000009_chr22,bSat,469475,536326
NA12884_1_haplotype1-0000009_chr22,HSat3,561446,620077
NA12884_1_haplotype1-0000009_chr22,HSat1B,906252,1016165
NA12884_1_haplotype1-0000009_chr22,HSat3,1016882,1224039
NA12884_1_haplotype1-0000009_chr22,ACRO,1335564,1443199
NA12884_1_haplotype1-0000009_chr22,bSat,1884544,1939294
NA12884_1_haplotype1-0000009_chr22,HSat3,2375663,2460143
NA12884_1_haplotype1-0000009_chr22,bSat,2795117,2897628
NA12884_1_haplotype1-0000009_chr22,bSat,2956721,3070829
NA12884_1_haplotype1-0000009_chr22,HSat3,4155979,4241151
NA12884_1_haplotype1-0000009_chr22,aSat,6170802,7073494
NA12884_1_haplotype1-0000010_chr21,ACRO,69441,177136
NA12884_1_haplotype1-0000010_chr21,bSat,437199,710001
NA12884_1_haplotype1-0000010_chr21,bSat,767051,1018549
NA12884_1_haplotype1-0000010_chr21,HSat3,1023483,1139349
NA12884_1_haplotype1-0000010_chr21,HSat1A,1140157,1935276
NA12884_1_haplotype1-0000010_chr21,HSat3,1962994,2115585
NA12884_1_haplotype1-0000010_chr21,ACRO,2325882,2428898
NA12884_1_haplotype1-0000010_chr21,OTHERSAT,2445247,2536900
NA12884_1_haplotype1-0000010_chr21,DJ,2549997,2881569
NA12884_1_haplotype1-0000010_chr21,rDNA,3020776,3181656
NA12884_1_haplotype1-0000010_chr21,bSat,3605387,3676050
NA12884_1_haplotype1-0000010_chr21,bSat,3752441,3902962
NA12884_1_haplotype1-0000010_chr21,HSat3,3995007,4057729
NA12884_1_haplotype1-0000010_chr21,HSat3,4231894,4453574
NA12884_1_haplotype1-0000010_chr21,HSat3,4770557,4994280
NA12884_1_haplotype1-0000010_chr21,SST1,6984085,7066278
NA12884_1_haplotype1-0000010_chr21,HSat1A,8366042,8607814
NA12884_1_haplotype1-0000015_chr15,ACRO,68579,162421
NA12884_1_haplotype1-0000015_chr15,bSat,362667,1126086
NA12884_1_haplotype1-0000015_chr15,HSat3,1131001,1304365
NA12884_1_haplotype1-0000015_chr15,HSat1A,1304654,1894525
NA12884_1_haplotype1-0000015_chr15,HSat3,1920727,2110351
NA12884_1_haplotype1-0000015_chr15,DJ,2452659,2783637
NA12884_1_haplotype1-0000015_chr15,rDNA,2783637,2916470
NA12884_1_haplotype1-0000015_chr15,bSat,3281380,3342510
NA12884_1_haplotype1-0000015_chr15,HSat3,3368083,3425963
NA12884_1_haplotype1-0000015_chr15,HSat1B,3734445,4129276
NA12884_1_haplotype1-0000015_chr15,HSat3,4133850,4238948
NA12884_1_haplotype1-0000015_chr15,HSat1B,4355738,4418103
NA12884_1_haplotype1-0000015_chr15,HSat3,4427023,4487809
NA12884_1_haplotype1-0000015_chr15,HSat3,5051991,8262925
NA12884_1_haplotype1-0000015_chr15,aSat,10831256,11030213
NA12884_1_haplotype1-0000015_chr15,aSat,11083000,11582109
NA12884_1_haplotype1-0000016_chr13,HSat3,9926,64624
NA12884_1_haplotype1-0000016_chr13,HSat1A,66347,1190277
