arm,chrom,source,segment,slot,start,end,bp,pred,post,slot_sat_mass
NA19185_h1_chr21,chr21,censat,proximal,13,2554971,2614619,59648,SST1,0.838235294117647,0.9315068493150686
NA19185_h1_chr22,chr22,censat,proximal,7,3375882,3451176,75294,HSat3,0.9896449704142011,0.9926578560939795
NA19185_h1_chr14,chr14,censat,proximal,13,5485292,5595796,110504,HSat1B,0.6018518518518517,0.9557522123893807
NA19185_h2_chr13,chr13,censat,distal,1,67655,215034,147379,ACRO,0.8491379310344828,0.9789029535864978
NA19185_h2_chr13,chr13,censat,distal,8,1868819,2087109,218290,ACRO,0.9508928571428572,0.797153024911032
NA19185_h2_chr13,chr13,censat,proximal,13,5759171,5862566,103395,HSat3,0.49074074074074064,0.9557522123893807
NA19185_h2_chr14,chr14,censat,distal,8,2896720,2970457,73737,ACRO,0.9508928571428572,0.797153024911032
NA19185_h2_chr22,chr22,censat,proximal,12,6040130,6111106,70976,bSat,0.9874999999999999,0.9911504424778761
NA19338_h1_chr13,chr13,censat,distal,1,80986,208402,127416,ACRO,0.8491379310344828,0.9789029535864978
NA19338_h1_chr13,chr13,censat,distal,-1,2182702,2242973,60271,,,0.0
NA19338_h1_chr13,chr13,censat,distal,-1,2347114,2408680,61566,,,0.0
NA19338_h1_chr13,chr13,censat,distal,8,2545322,2597924,52602,ACRO,0.9508928571428572,0.797153024911032
NA19338_h1_chr13,chr13,censat,proximal,13,6176009,6228688,52679,HSat3,0.49074074074074064,0.9557522123893807
NA19338_h1_chr14,chr14,censat,distal,1,174500,319724,145224,ACRO,0.8491379310344828,0.9789029535864978
NA19338_h1_chr14,chr14,censat,distal,-1,3661109,3723195,62086,,,0.0
NA19338_h1_chr14,chr14,censat,distal,8,3954063,4012965,58902,ACRO,0.9508928571428572,0.797153024911032
NA19338_h1_chr22,chr22,censat,proximal,5,2105411,2162053,56642,bSat,0.7794117647058824,0.9315068493150686
NA19338_h2_chr21,chr21,censat,distal,1,70147,371707,301560,ACRO,0.8491379310344828,0.9789029535864978
NA19391_h1_chr14,chr14,censat,distal,1,70299,262553,192254,ACRO,0.8491379310344828,0.9789029535864978
NA19391_h1_chr14,chr14,censat,distal,8,2834693,3159729,325036,ACRO,0.9508928571428572,0.797153024911032
NA19391_h1_chr14,chr14,censat,proximal,13,8014717,8084182,69465,HSat1B,0.6018518518518517,0.9557522123893807
NA19391_h1_chr21,chr21,censat,proximal,13,3724447,3781260,56813,SST1,0.838235294117647,0.9315068493150686
NA19391_h2_chr14,chr14,censat,distal,1,72559,218243,145684,ACRO,0.8491379310344828,0.9789029535864978
NA19391_h2_chr14,chr14,censat,distal,-1,6493965,6587075,93110,,,0.0
NA19391_h2_chr14,chr14,censat,distal,8,6864415,6932918,68503,ACRO,0.9508928571428572,0.797153024911032
NA19391_h2_chr14,chr14,censat,proximal,13,11495774,11558151,62377,HSat1B,0.6018518518518517,0.9557522123893807
NA19391_h2_chr22,chr22,censat,distal,1,76370,403826,327456,ACRO,0.8491379310344828,0.9789029535864978
NA19391_h2_chr22,chr22,censat,distal,8,2160751,2451833,291082,ACRO,0.9508928571428572,0.797153024911032
NA19391_h2_chr22,chr22,censat,proximal,5,4279365,4342314,62949,bSat,0.7794117647058824,0.9315068493150686
NA19391_h2_chr21,chr21,censat,proximal,13,3548380,3632048,83668,SST1,0.838235294117647,0.9315068493150686
NA19443_h1_chr13,chr13,censat,distal,1,62157,209408,147251,ACRO,0.8491379310344828,0.9789029535864978
NA19443_h1_chr13,chr13,censat,distal,8,2972207,3035426,63219,ACRO,0.9508928571428572,0.797153024911032
NA19443_h1_chr22,chr22,censat,proximal,5,2551092,2607755,56663,bSat,0.7794117647058824,0.9315068493150686
NA19443_h1_chr21,chr21,censat,proximal,13,4890379,4944369,53990,SST1,0.838235294117647,0.9315068493150686
NA19443_h2_chr14,chr14,censat,distal,4,1026279,1165554,139275,HSat3,0.9926160337552743,0.9947534102833159
NA19443_h2_chr14,chr14,censat,distal,6,1265850,1327462,61612,HSat3,0.9926778242677824,0.9947970863683663
NA19443_h2_chr14,chr14,censat,distal,8,1488375,1555206,66831,ACRO,0.9508928571428572,0.797153024911032
NA19443_h2_chr14,chr14,censat,proximal,13,6004406,6137371,132965,HSat1B,0.6018518518518517,0.9557522123893807
NA19443_h2_chr21,chr21,censat,distal,1,65399,186211,120812,ACRO,0.8491379310344828,0.9789029535864978
NA19443_h2_chr21,chr21,censat,distal,8,1905827,2178557,272730,ACRO,0.9508928571428572,0.797153024911032
NA19443_h2_chr21,chr21,censat,proximal,13,6607186,6678072,70886,SST1,0.838235294117647,0.9315068493150686
NA19468_h1_chr21,chr21,censat,distal,1,71563,173330,101767,ACRO,0.8491379310344828,0.9789029535864978
NA19468_h1_chr21,chr21,censat,distal,8,4802883,4882857,79974,ACRO,0.9508928571428572,0.797153024911032
NA19468_h1_chr21,chr21,censat,proximal,13,8722926,8812093,89167,SST1,0.838235294117647,0.9315068493150686
NA19468_h1_chr22,chr22,censat,distal,8,2890508,2953679,63171,ACRO,0.9508928571428572,0.797153024911032
NA19468_h2_chr14,chr14,censat,distal,1,68689,208510,139821,ACRO,0.8491379310344828,0.9789029535864978
NA19468_h2_chr14,chr14,censat,distal,8,2806182,2874685,68503,ACRO,0.9508928571428572,0.797153024911032
NA19468_h2_chr14,chr14,censat,proximal,13,7677504,7769662,92158,HSat1B,0.6018518518518517,0.9557522123893807
NA19468_h2_chr21,chr21,censat,distal,1,71428,275608,204180,ACRO,0.8491379310344828,0.9789029535864978
NA19468_h2_chr21,chr21,censat,distal,8,3281449,3412179,130730,ACRO,0.9508928571428572,0.797153024911032
NA19468_h2_chr21,chr21,censat,proximal,13,9427297,9498176,70879,SST1,0.838235294117647,0.9315068493150686
NA19468_h2_chr22,chr22,censat,distal,1,66581,196502,129921,ACRO,0.8491379310344828,0.9789029535864978
NA19468_h2_chr22,chr22,censat,distal,8,2747070,2934422,187352,ACRO,0.9508928571428572,0.797153024911032
NA19682_h1_chr14,chr14,censat,distal,1,65508,179341,113833,ACRO,0.8491379310344828,0.9789029535864978
NA19682_h1_chr14,chr14,censat,distal,8,2621657,2700104,78447,ACRO,0.9508928571428572,0.797153024911032
NA19682_h1_chr22,chr22,censat,proximal,5,1856603,1932170,75567,bSat,0.7794117647058824,0.9315068493150686
NA19682_h1_chr21,chr21,censat,proximal,13,3314301,3389446,75145,SST1,0.838235294117647,0.9315068493150686
NA19682_h2_chr13,chr13,censat,proximal,13,4114736,4226601,111865,HSat3,0.49074074074074064,0.9557522123893807
NA19682_h2_chr21,chr21,censat,proximal,13,3191490,3260995,69505,SST1,0.838235294117647,0.9315068493150686
NA19700_h1_chr15,chr15,censat,distal,1,75093,175101,100008,ACRO,0.8491379310344828,0.9789029535864978
NA19700_h1_chr15,chr15,censat,distal,-1,2167141,2379427,212286,,,0.0
NA19700_h1_chr15,chr15,censat,distal,-1,2480366,2541932,61566,,,0.0
NA19700_h1_chr15,chr15,censat,distal,8,2678563,2730685,52122,ACRO,0.9508928571428572,0.797153024911032
NA19700_h1_chr14,chr14,censat,proximal,13,5108920,5192459,83539,HSat1B,0.6018518518518517,0.9557522123893807
NA19700_h2_chr13,chr13,censat,proximal,13,4291700,4359684,67984,HSat3,0.49074074074074064,0.9557522123893807
NA19700_h2_chr14,chr14,censat,proximal,6,1661371,1718130,56759,,,0.017057569296375266
NA19700_h2_chr14,chr14,censat,proximal,13,4396219,4479814,83595,HSat1B,0.6018518518518517,0.9557522123893807
NA19776_h1_chr13,chr13,censat,proximal,13,3253445,3344149,90704,HSat3,0.49074074074074064,0.9557522123893807
NA19776_h1_chr14,chr14,censat,proximal,13,5196505,5257516,61011,HSat1B,0.6018518518518517,0.9557522123893807
NA19776_h1_chr21,chr21,censat,proximal,13,3076727,3163182,86455,SST1,0.838235294117647,0.9315068493150686
NA19776_h2_chr21,chr21,censat,distal,1,66207,127883,61676,ACRO,0.8491379310344828,0.9789029535864978
NA19776_h2_chr21,chr21,censat,distal,8,1783856,2020154,236298,ACRO,0.9508928571428572,0.797153024911032
NA19776_h2_chr21,chr21,censat,proximal,13,6193673,6251902,58229,SST1,0.838235294117647,0.9315068493150686
NA19776_h2_chr13,chr13,censat,proximal,13,3337486,3439437,101951,HSat3,0.49074074074074064,0.9557522123893807
NA19835_h1_chr13,chr13,censat,proximal,13,2929250,3053724,124474,HSat3,0.49074074074074064,0.9557522123893807
NA19835_h1_chr14,chr14,censat,proximal,13,3199691,3267736,68045,HSat1B,0.6018518518518517,0.9557522123893807
NA19835_h1_chr22,chr22,censat,proximal,5,1785550,1842216,56666,bSat,0.7794117647058824,0.9315068493150686
NA19835_h2_chr13,chr13,censat,distal,1,94080,554953,460873,ACRO,0.8491379310344828,0.9789029535864978
NA19835_h2_chr13,chr13,censat,distal,8,3155904,3237556,81652,ACRO,0.9508928571428572,0.797153024911032
NA19835_h2_chr13,chr13,censat,proximal,13,8052272,8104756,52484,HSat3,0.49074074074074064,0.9557522123893807
NA19835_h2_chr14,chr14,censat,proximal,13,5070340,5136997,66657,HSat1B,0.6018518518518517,0.9557522123893807
NA19909_h1_chr13,chr13,censat,proximal,13,3058288,3184456,126168,HSat3,0.49074074074074064,0.9557522123893807
NA19909_h1_chr22,chr22,censat,proximal,5,1553114,1666507,113393,bSat,0.7794117647058824,0.9315068493150686
NA19909_h1_chr14,chr14,censat,distal,1,64586,246856,182270,ACRO,0.8491379310344828,0.9789029535864978
NA19909_h1_chr14,chr14,censat,distal,-1,4046000,4106464,60464,,,0.0
NA19909_h1_chr14,chr14,censat,distal,8,4243139,4295985,52846,ACRO,0.9508928571428572,0.797153024911032
NA19909_h1_chr14,chr14,censat,proximal,13,8065859,8124050,58191,HSat1B,0.6018518518518517,0.9557522123893807
NA19909_h1_chr21,chr21,censat,proximal,11,3656246,3711720,55474,HSat3,0.9868421052631579,0.9906890130353818
NA19909_h2_chr21,chr21,censat,distal,1,89924,198324,108400,ACRO,0.8491379310344828,0.9789029535864978
NA19909_h2_chr21,chr21,censat,distal,8,3707349,3765381,58032,ACRO,0.9508928571428572,0.797153024911032
NA19909_h2_chr21,chr21,censat,proximal,13,7942341,8010422,68081,SST1,0.838235294117647,0.9315068493150686
NA19909_h2_chr22,chr22,censat,distal,1,65256,234099,168843,ACRO,0.8491379310344828,0.9789029535864978
NA19909_h2_chr22,chr22,censat,distal,-1,1951880,2172010,220130,,,0.0
NA19909_h2_chr22,chr22,censat,distal,8,2272946,2334558,61612,ACRO,0.9508928571428572,0.797153024911032
NA19909_h2_chr13,chr13,censat,proximal,13,3948436,4037680,89244,HSat3,0.49074074074074064,0.9557522123893807
NA20282_h1_chr13,chr13,censat,proximal,13,4566092,4682134,116042,HSat3,0.49074074074074064,0.9557522123893807
NA20282_h1_chr22,chr22,censat,distal,1,5,196945,196940,ACRO,0.8491379310344828,0.9789029535864978
NA20282_h1_chr21,chr21,censat,proximal,13,5855190,5943077,87887,SST1,0.838235294117647,0.9315068493150686
NA20282_h1_chr14,chr14,censat,proximal,13,2884493,2979329,94836,HSat1B,0.6018518518518517,0.9557522123893807
NA20282_h2_chr21,chr21,censat,proximal,13,3423174,3520927,97753,SST1,0.838235294117647,0.9315068493150686
NA20282_h2_chr15,chr15,censat,distal,1,153549,237213,83664,ACRO,0.8491379310344828,0.9789029535864978
NA20282_h2_chr15,chr15,censat,distal,-1,4552806,4608266,55460,,,0.0
NA20282_h2_chr15,chr15,censat,distal,8,4839126,4898028,58902,ACRO,0.9508928571428572,0.797153024911032
NA20346_h1_chr21,chr21,censat,proximal,13,3986929,4098653,111724,SST1,0.838235294117647,0.9315068493150686
NA20346_h2_chr15,chr15,censat,distal,1,63590,205607,142017,ACRO,0.8491379310344828,0.9789029535864978
NA20346_h2_chr15,chr15,censat,distal,8,2943019,3116820,173801,ACRO,0.9508928571428572,0.797153024911032
NA20503_h1_chr13,chr13,censat,distal,1,75412,441308,365896,ACRO,0.8491379310344828,0.9789029535864978
NA20503_h1_chr13,chr13,censat,distal,8,3281146,3348663,67517,ACRO,0.9508928571428572,0.797153024911032
NA20503_h1_chr13,chr13,censat,proximal,13,7174286,7259332,85046,HSat3,0.49074074074074064,0.9557522123893807
NA20503_h1_chr14,chr14,censat,distal,1,9982,290382,280400,ACRO,0.8491379310344828,0.9789029535864978
NA20503_h1_chr14,chr14,censat,distal,8,3231007,3292619,61612,ACRO,0.9508928571428572,0.797153024911032
NA20503_h2_chr15,chr15,censat,distal,8,3600904,3700824,99920,ACRO,0.9508928571428572,0.797153024911032
NA20752_h1_chr14,chr14,censat,distal,1,81666,228570,146904,ACRO,0.8491379310344828,0.9789029535864978
NA20752_h1_chr14,chr14,censat,distal,-1,2066779,2147775,80996,,,0.0
NA20752_h1_chr14,chr14,censat,distal,8,2248053,2309665,61612,ACRO,0.9508928571428572,0.797153024911032
NA20752_h1_chr22,chr22,censat,proximal,5,1661389,1762229,100840,bSat,0.7794117647058824,0.9315068493150686
NA20752_h2_chr21,chr21,censat,distal,1,75710,485214,409504,ACRO,0.8491379310344828,0.9789029535864978
NA20752_h2_chr21,chr21,censat,distal,-1,3274678,3401637,126959,,,0.0
NA20752_h2_chr21,chr21,censat,distal,-1,3502578,3564377,61799,,,0.0
NA20752_h2_chr21,chr21,censat,distal,8,3722351,3792427,70076,ACRO,0.9508928571428572,0.797153024911032
NA20752_h2_chr21,chr21,censat,proximal,13,7942387,8016116,73729,SST1,0.838235294117647,0.9315068493150686
NA20752_h2_chr13,chr13,censat,proximal,13,4144300,4220891,76591,HSat3,0.49074074074074064,0.9557522123893807
NA20752_h2_chr14,chr14,censat,proximal,13,4583652,4653090,69438,HSat1B,0.6018518518518517,0.9557522123893807
NA20762_h1_chr14,chr14,censat,distal,1,65947,158456,92509,ACRO,0.8491379310344828,0.9789029535864978
NA20762_h1_chr14,chr14,censat,distal,8,1911126,2051276,140150,ACRO,0.9508928571428572,0.797153024911032
NA20762_h1_chr21,chr21,censat,distal,1,70721,253105,182384,ACRO,0.8491379310344828,0.9789029535864978
NA20762_h1_chr21,chr21,censat,distal,8,1787967,2092579,304612,ACRO,0.9508928571428572,0.797153024911032
NA20762_h1_chr21,chr21,censat,proximal,13,5631490,5733993,102503,SST1,0.838235294117647,0.9315068493150686
NA20762_h1_chr13,chr13,censat,proximal,13,3560557,3620191,59634,HSat3,0.49074074074074064,0.9557522123893807
NA20762_h2_chr22,chr22,censat,distal,1,90483,212149,121666,ACRO,0.8491379310344828,0.9789029535864978
NA20762_h2_chr22,chr22,censat,distal,8,3687466,3761204,73738,ACRO,0.9508928571428572,0.797153024911032
NA20762_h2_chr13,chr13,censat,proximal,13,3461781,3538360,76579,HSat3,0.49074074074074064,0.9557522123893807
NA20799_h1_chr22,chr22,censat,distal,1,65934,148192,82258,ACRO,0.8491379310344828,0.9789029535864978
NA20799_h1_chr22,chr22,censat,distal,8,1758061,2003968,245907,ACRO,0.9508928571428572,0.797153024911032
NA20799_h2_chr21,chr21,censat,proximal,13,2855940,2912756,56816,SST1,0.838235294117647,0.9315068493150686
NA20805_h1_chr13,chr13,censat,proximal,13,3493759,3578810,85051,HSat3,0.49074074074074064,0.9557522123893807
NA20805_h2_chr22,chr22,censat,distal,1,70098,347136,277038,ACRO,0.8491379310344828,0.9789029535864978
NA20805_h2_chr22,chr22,censat,distal,8,2369304,2572321,203017,ACRO,0.9508928571428572,0.797153024911032
NA20805_h2_chr13,chr13,censat,proximal,13,4211378,4287923,76545,HSat3,0.49074074074074064,0.9557522123893807
NA20806_h1_chr13,chr13,censat,distal,1,75688,270856,195168,ACRO,0.8491379310344828,0.9789029535864978
NA20806_h1_chr13,chr13,censat,distal,8,2797826,2859434,61608,ACRO,0.9508928571428572,0.797153024911032
NA20806_h1_chr13,chr13,censat,proximal,13,6895629,7137723,242094,HSat3,0.49074074074074064,0.9557522123893807
NA20806_h1_chr21,chr21,censat,distal,1,78424,267297,188873,ACRO,0.8491379310344828,0.9789029535864978
NA20806_h1_chr21,chr21,censat,distal,8,2051551,2308876,257325,ACRO,0.9508928571428572,0.797153024911032
NA20806_h1_chr21,chr21,censat,proximal,13,6066708,6120722,54014,SST1,0.838235294117647,0.9315068493150686
NA20806_h1_chr22,chr22,censat,distal,1,76209,296877,220668,ACRO,0.8491379310344828,0.9789029535864978
NA20806_h1_chr22,chr22,censat,distal,-1,3216669,3283941,67272,,,0.0
NA20806_h1_chr22,chr22,censat,distal,8,3384882,3446494,61612,ACRO,0.9508928571428572,0.797153024911032
NA20806_h1_chr22,chr22,censat,proximal,5,5660608,5716235,55627,bSat,0.7794117647058824,0.9315068493150686
NA20806_h2_chr15,chr15,censat,distal,1,70204,242127,171923,ACRO,0.8491379310344828,0.9789029535864978
NA20806_h2_chr15,chr15,censat,distal,-1,1768124,1865343,97219,,,0.0
NA20806_h2_chr15,chr15,censat,distal,8,1965661,2027273,61612,ACRO,0.9508928571428572,0.797153024911032
NA20806_h2_chr21,chr21,censat,distal,1,70853,262394,191541,ACRO,0.8491379310344828,0.9789029535864978
NA20806_h2_chr21,chr21,censat,distal,8,2316335,2527379,211044,ACRO,0.9508928571428572,0.797153024911032
NA20806_h2_chr13,chr13,censat,proximal,13,3534176,3651693,117517,HSat3,0.49074074074074064,0.9557522123893807
NA20809_h1_chr22,chr22,censat,distal,8,1193751,1274579,80828,ACRO,0.9508928571428572,0.797153024911032
NA20809_h1_chr22,chr22,censat,proximal,5,3034713,3122945,88232,bSat,0.7794117647058824,0.9315068493150686
NA20827_h1_chr13,chr13,censat,distal,1,74360,176184,101824,ACRO,0.8491379310344828,0.9789029535864978
NA20827_h1_chr13,chr13,censat,distal,8,2091682,2146642,54960,ACRO,0.9508928571428572,0.797153024911032
NA20827_h1_chr15,chr15,censat,distal,1,79802,477100,397298,ACRO,0.8491379310344828,0.9789029535864978
NA20827_h1_chr14,chr14,censat,distal,1,71485,179607,108122,ACRO,0.8491379310344828,0.9789029535864978
NA20827_h1_chr14,chr14,censat,distal,-1,2093274,2167945,74671,,,0.0
NA20827_h1_chr14,chr14,censat,distal,8,2268224,2329836,61612,ACRO,0.9508928571428572,0.797153024911032
NA20827_h1_chr14,chr14,censat,proximal,10,4937720,5000809,63089,,,0.018648018648018648
NA20827_h2_chr13,chr13,censat,distal,1,73489,135991,62502,ACRO,0.8491379310344828,0.9789029535864978
NA20827_h2_chr13,chr13,censat,distal,8,1814088,1881029,66941,ACRO,0.9508928571428572,0.797153024911032
NA20827_h2_chr13,chr13,censat,proximal,13,6400850,6509845,108995,HSat3,0.49074074074074064,0.9557522123893807
NA20827_h2_chr14,chr14,censat,distal,8,6247880,6309492,61612,ACRO,0.9508928571428572,0.797153024911032
NA20827_h2_chr15,chr15,censat,distal,1,11376,555738,544362,ACRO,0.8491379310344828,0.9789029535864978
NA20827_h2_chr15,chr15,censat,distal,8,2897495,3089791,192296,ACRO,0.9508928571428572,0.797153024911032
NA20827_h2_chr21,chr21,censat,distal,1,77496,262892,185396,ACRO,0.8491379310344828,0.9789029535864978
NA20827_h2_chr21,chr21,censat,distal,-1,1956962,2063561,106599,,,0.0
NA20827_h2_chr21,chr21,censat,distal,8,2163837,2225449,61612,ACRO,0.9508928571428572,0.797153024911032
NA20827_h2_chr21,chr21,censat,proximal,13,5952130,6025877,73747,SST1,0.838235294117647,0.9315068493150686
NA20850_h1_chr21,chr21,censat,distal,1,68713,232405,163692,ACRO,0.8491379310344828,0.9789029535864978
NA20850_h1_chr21,chr21,censat,distal,8,2188370,2438041,249671,ACRO,0.9508928571428572,0.797153024911032
NA20850_h1_chr21,chr21,censat,proximal,13,6792758,6860863,68105,SST1,0.838235294117647,0.9315068493150686
NA20850_h1_chr14,chr14,censat,proximal,10,2044244,2113640,69396,,,0.018648018648018648
NA20850_h2_chr22,chr22,censat,distal,1,69534,302633,233099,ACRO,0.8491379310344828,0.9789029535864978
NA20850_h2_chr22,chr22,censat,distal,8,2126430,2412703,286273,ACRO,0.9508928571428572,0.797153024911032
NA20850_h2_chr22,chr22,censat,proximal,5,4374501,4443772,69271,bSat,0.7794117647058824,0.9315068493150686
NA20870_h1_chr15,chr15,censat,distal,8,2564535,2691124,126589,ACRO,0.9508928571428572,0.797153024911032
NA20870_h1_chr14,chr14,censat,proximal,13,4306632,4384550,77918,HSat1B,0.6018518518518517,0.9557522123893807
NA20870_h2_chr14,chr14,censat,proximal,13,3220813,3298706,77893,HSat1B,0.6018518518518517,0.9557522123893807
NA20905_h1_chr21,chr21,censat,proximal,13,3411245,3466668,55423,SST1,0.838235294117647,0.9315068493150686
NA20905_h1_chr13,chr13,censat,proximal,13,3270734,3326160,55426,HSat3,0.49074074074074064,0.9557522123893807
NA20905_h1_chr14,chr14,censat,proximal,13,3145273,3234493,89220,HSat1B,0.6018518518518517,0.9557522123893807
NA20905_h2_chr21,chr21,censat,distal,1,76920,379459,302539,ACRO,0.8491379310344828,0.9789029535864978
NA20905_h2_chr21,chr21,censat,distal,8,1868283,2037252,168969,ACRO,0.9508928571428572,0.797153024911032
NA20905_h2_chr21,chr21,censat,proximal,13,5747557,5821296,73739,SST1,0.838235294117647,0.9315068493150686
NA20905_h2_chr22,chr22,censat,distal,1,74256,229061,154805,ACRO,0.8491379310344828,0.9789029535864978
NA20905_h2_chr22,chr22,censat,distal,8,2498463,2709336,210873,ACRO,0.9508928571428572,0.797153024911032
NA20905_h2_chr22,chr22,censat,proximal,5,4487804,4576008,88204,bSat,0.7794117647058824,0.9315068493150686
NA21093_h1_chr21,chr21,censat,proximal,13,3451069,3519157,68088,SST1,0.838235294117647,0.9315068493150686
NA21093_h1_chr14,chr14,censat,proximal,6,1819683,1889101,69418,,,0.017057569296375266
NA21093_h2_chr21,chr21,censat,distal,1,67842,248427,180585,ACRO,0.8491379310344828,0.9789029535864978
NA21093_h2_chr21,chr21,censat,distal,8,2010203,2225858,215655,ACRO,0.9508928571428572,0.797153024911032
NA21093_h2_chr21,chr21,censat,proximal,13,6125831,6208020,82189,SST1,0.838235294117647,0.9315068493150686
NA21093_h2_chr22,chr22,censat,distal,1,239,120921,120682,ACRO,0.8491379310344828,0.9789029535864978
NA21093_h2_chr22,chr22,censat,distal,8,1715458,1994366,278908,ACRO,0.9508928571428572,0.797153024911032
NA21102_h1_chr14,chr14,censat,proximal,13,3391461,3466558,75097,HSat1B,0.6018518518518517,0.9557522123893807
NA21102_h1_chr21,chr21,censat,proximal,13,3251518,3305538,54020,SST1,0.838235294117647,0.9315068493150686
NA21102_h1_chr22,chr22,censat,proximal,5,1572350,1647950,75600,bSat,0.7794117647058824,0.9315068493150686
NA21102_h2_chr14,chr14,censat,distal,1,67991,238009,170018,ACRO,0.8491379310344828,0.9789029535864978
NA21102_h2_chr14,chr14,censat,distal,-1,1718355,1839264,120909,,,0.0
NA21102_h2_chr14,chr14,censat,distal,8,1939614,2001227,61613,ACRO,0.9508928571428572,0.797153024911032
NA21102_h2_chr14,chr14,censat,proximal,13,6007169,6073767,66598,HSat1B,0.6018518518518517,0.9557522123893807
NA21102_h2_chr21,chr21,censat,distal,1,64877,317831,252954,ACRO,0.8491379310344828,0.9789029535864978
NA21102_h2_chr21,chr21,censat,distal,-1,2372790,2434279,61489,,,0.0
NA21102_h2_chr21,chr21,censat,distal,-1,2534554,2594518,59964,,,0.0
NA21102_h2_chr21,chr21,censat,distal,8,2752495,2822571,70076,ACRO,0.9508928571428572,0.797153024911032
NA21102_h2_chr21,chr21,censat,proximal,13,7442288,7530111,87823,SST1,0.838235294117647,0.9315068493150686
NA21102_h2_chr22,chr22,censat,distal,1,69339,392548,323209,ACRO,0.8491379310344828,0.9789029535864978
NA21102_h2_chr22,chr22,censat,distal,-1,3384118,3445965,61847,,,0.0
NA21102_h2_chr22,chr22,censat,distal,8,3603945,3674021,70076,ACRO,0.9508928571428572,0.797153024911032
NA21102_h2_chr22,chr22,censat,proximal,5,5448623,5511572,62949,bSat,0.7794117647058824,0.9315068493150686
NA21106_h1_chr14,chr14,censat,proximal,13,3503552,3588514,84962,HSat1B,0.6018518518518517,0.9557522123893807
NA21106_h2_chr13,chr13,censat,proximal,13,3238340,3321941,83601,HSat3,0.49074074074074064,0.9557522123893807
NA21106_h2_chr14,chr14,censat,distal,1,72682,280252,207570,ACRO,0.8491379310344828,0.9789029535864978
NA21106_h2_chr14,chr14,censat,distal,8,2646255,2713627,67372,ACRO,0.9508928571428572,0.797153024911032
NA21106_h2_chr14,chr14,censat,proximal,13,6238371,6295146,56775,HSat1B,0.6018518518518517,0.9557522123893807
NA21106_h2_chr21,chr21,censat,proximal,13,4490140,4562470,72330,SST1,0.838235294117647,0.9315068493150686
NA21110_h1_chr21,chr21,censat,proximal,13,3582261,3633465,51204,SST1,0.838235294117647,0.9315068493150686
NA21110_h1_chr22,chr22,censat,proximal,5,2261322,2317977,56655,bSat,0.7794117647058824,0.9315068493150686
NA21110_h1_chr14,chr14,censat,distal,8,684571,1036377,351806,ACRO,0.9508928571428572,0.797153024911032
NA21110_h1_chr14,chr14,censat,proximal,13,4080090,4143902,63812,HSat1B,0.6018518518518517,0.9557522123893807
NA21110_h2_chr13,chr13,censat,proximal,13,3564606,3700396,135790,HSat3,0.49074074074074064,0.9557522123893807
NA21110_h2_chr21,chr21,censat,proximal,13,4228144,4289178,61034,SST1,0.838235294117647,0.9315068493150686
NA21144_h1_chr21,chr21,censat,proximal,13,3221932,3292836,70904,SST1,0.838235294117647,0.9315068493150686
NA21144_h1_chr14,chr14,censat,proximal,13,3351421,3420834,69413,HSat1B,0.6018518518518517,0.9557522123893807
NA21144_h1_chr22,chr22,censat,distal,6,2083898,2171317,87419,HSat3,0.9926778242677824,0.9947970863683663
NA21144_h1_chr22,chr22,censat,distal,8,2271603,2332111,60508,ACRO,0.9508928571428572,0.797153024911032
NA21144_h2_chr14,chr14,censat,proximal,13,4805932,4902111,96179,HSat1B,0.6018518518518517,0.9557522123893807
NA21144_h2_chr22,chr22,censat,proximal,5,1526141,1582796,56655,bSat,0.7794117647058824,0.9315068493150686
NA21144_h2_chr13,chr13,censat,proximal,13,3310295,3393913,83618,HSat3,0.49074074074074064,0.9557522123893807
NA21144_h2_chr21,chr21,censat,proximal,13,2736897,2792310,55413,SST1,0.838235294117647,0.9315068493150686
